3275	Linen Bandage	1251	129	Trainer		
3276	Heavy Linen Bandage	2581	129	Trainer		
3277	Wool Bandage	3530	129	Trainer		
3278	Heavy Wool Bandage	3531	129	Trainer		
3292	Heavy Copper Broadsword	3487	164	Trainer		
3293	Copper Battle Axe	3488	164	Trainer		
3294	Thick War Axe	3489	164	Trainer		
3295	Deadly Bronze Poniard	3490	164	World Drop		
3296	Heavy Bronze Mace	3491	164	Trainer		
3297	Mighty Iron Hammer	3492	164	World Drop		60000
3304	Smelt Tin	3576	186	Trainer		
3307	Smelt Iron	3575	186	Trainer		
3308	Smelt Gold	3577	186	Trainer		
3319	Copper Chain Boots	3469	164	Trainer		
3320	Rough Grinding Stone	3470	164	Trainer		
3321	Copper Chain Vest	3471	164	World Drop		6900
3323	Runed Copper Gauntlets	3472	164	Trainer		
3324	Runed Copper Pants	3473	164	Trainer		
3325	Gemmed Copper Gauntlets	3474	164	World Drop		30000
3326	Coarse Grinding Stone	3478	164	Trainer		
3328	Rough Bronze Shoulders	3480	164	Trainer		
3330	Silvered Bronze Shoulders	3481	164	World Drop		153228
3331	Silvered Bronze Boots	3482	164	Trainer		
3333	Silvered Bronze Gauntlets	3483	164	Trainer		
3334	Green Iron Boots	3484	164	World Drop		486999
3336	Green Iron Gauntlets	3485	164	World Drop		1000000
3337	Heavy Grinding Stone	3486	164	Trainer		
3370	Crocolisk Steak	3662	185	Vendor		45411
3371	Blood Sausage	3220	185	Vendor		10000
3372	Murloc Fin Soup	3663	185	Vendor		108225
3373	Crocolisk Gumbo	3664	185	Vendor		174500
3376	Curiously Tasty Omelet	3665	185	Vendor		
3377	Gooey Spider Cake	3666	185	Vendor		109500
3397	Big Bear Steak	3726	185	Vendor		
3398	Hot Lion Chops	3727	185	Vendor		361400
3399	Tasty Lion Steak	3728	185	Trainer		507815
3400	Soothing Turtle Bisque	3729	185	Trainer		205099
3447	Healing Potion	929	171	Trainer		
3448	Lesser Invisibility Potion	3823	171	Trainer		
3449	Shadow Oil	3824	171	Trainer		
3450	Elixir of Fortitude	3825	171	Trainer		995
3451	Major Troll's Blood Elixir	3826	171	World Drop		1500000
3452	Mana Potion	3827	171	Trainer		
3453	Elixir of Detect Lesser Invisibility	3828	171	World Drop		500000
3454	Frost Oil	3829	171	Vendor		
3491	Big Bronze Knife	3848	164	Trainer		
3492	Hardened Iron Shortsword	3849	164	Vendor		21145
3493	Jade Serpentblade	3850	164	World Drop		1500000
3494	Solid Iron Maul	3851	164	Vendor		151144
3495	Golden Iron Destroyer	3852	164	World Drop		990000
3496	Moonsteel Broadsword	3853	164	Vendor		188000
3497	Frost Tiger Blade	3854	164	World Drop		2499499
3498	Massive Iron Axe	3855	164	Vendor		333358
3500	Shadow Crescent Axe	3856	164	World Drop		1500000
3501	Green Iron Bracers	3835	164	Trainer		
3502	Green Iron Helm	3836	164	Trainer		
3503	Golden Scale Coif	3837	164	Vendor		157067
3504	Green Iron Shoulders	3840	164	World Drop		500000
3505	Golden Scale Shoulders	3841	164	World Drop		6574350
3506	Green Iron Leggings	3842	164	Trainer		
3507	Golden Scale Leggings	3843	164	World Drop		186452
3508	Green Iron Hauberk	3844	164	Trainer		
3511	Golden Scale Cuirass	3845	164	World Drop		588800
3513	Polished Steel Boots	3846	164	World Drop		1000000
3515	Golden Scale Boots	3847	164	World Drop		
3569	Smelt Steel	3859	186	Trainer		
3753	Handstitched Leather Belt	4237	165	Trainer		
3755	Linen Bag	4238	197	Trainer		
3756	Embossed Leather Gloves	4239	165	Trainer		
3757	Woolen Bag	4240	197	Trainer		
3758	Green Woolen Bag	4241	197	World Drop		207499
3759	Embossed Leather Pants	4242	165	Trainer		
3760	Hillman's Cloak	3719	165	Trainer		
3761	Fine Leather Tunic	4243	165	Trainer		
3762	Hillman's Leather Vest	4244	165	World Drop		40000
3763	Fine Leather Belt	4246	165	Trainer		
3764	Hillman's Leather Gloves	4247	165	Trainer		
3765	Dark Leather Gloves	4248	165	World Drop		250000
3766	Dark Leather Belt	4249	165	Trainer		
3767	Hillman's Belt	4250	165	World Drop		
3768	Hillman's Shoulders	4251	165	Trainer		
3769	Dark Leather Shoulders	4252	165	World Drop		200000
3770	Toughened Leather Gloves	4253	165	Trainer		
3771	Barbaric Gloves	4254	165	World Drop		
3772	Green Leather Armor	4255	165	Vendor		699799
3773	Guardian Armor	4256	165	World Drop		499000
3774	Green Leather Belt	4257	165	Trainer		
3775	Guardian Belt	4258	165	World Drop		
3776	Green Leather Bracers	4259	165	Trainer		
3777	Guardian Leather Bracers	4260	165	World Drop		238104
3778	Gem-studded Leather Belt	4262	165	Vendor		1399800
3779	Barbaric Belt	4264	165	World Drop		
3780	Heavy Armor Kit	4265	165	Trainer		
3813	Small Silk Pack	4245	197	Trainer		
3816	Cured Light Hide	4231	165	Trainer		
3817	Cured Medium Hide	4233	165	Trainer		
3818	Cured Heavy Hide	4236	165	Trainer		
3839	Bolt of Silk Cloth	4305	197	Trainer		
3840	Heavy Linen Gloves	4307	197	Trainer		
3841	Green Linen Bracers	4308	197	Trainer		
3842	Handstitched Linen Britches	4309	197	Trainer		
3843	Heavy Woolen Gloves	4310	197	Trainer		
3844	Heavy Woolen Cloak	4311	197	World Drop		100000
3845	Soft-soled Linen Boots	4312	197	Trainer		
3847	Red Woolen Boots	4313	197	World Drop		138404
3848	Double-stitched Woolen Shoulders	4314	197	Trainer		
3849	Reinforced Woolen Shoulders	4315	197	World Drop		250000
3850	Heavy Woolen Pants	4316	197	Trainer		
3851	Phoenix Pants	4317	197	World Drop		70000
3852	Gloves of Meditation	4318	197	Trainer		
3854	Azure Silk Gloves	4319	197	Vendor		808947
3855	Spidersilk Boots	4320	197	Trainer		
3856	Spider Silk Slippers	4321	197	World Drop		
3857	Enchanter's Cowl	4322	197	Vendor		149900
3858	Shadow Hood	4323	197	World Drop		
3859	Azure Silk Vest	4324	197	Trainer		
3860	Boots of the Enchanter	4325	197	World Drop		1000000
3861	Long Silken Cloak	4326	197	Trainer		
3862	Icy Cloak	4327	197	Vendor		
3863	Spider Belt	4328	197	World Drop		485494
3864	Star Belt	4329	197	World Drop		
3865	Bolt of Mageweave	4339	197	Trainer		
3866	Stylish Red Shirt	4330	197	Trainer		
3868	Phoenix Gloves	4331	197	World Drop		
3869	Bright Yellow Shirt	4332	197	Vendor		
3870	Dark Silk Shirt	4333	197	Vendor		
3871	Formal White Shirt	4334	197	Trainer		
3872	Rich Purple Silk Shirt	4335	197	World Drop		
3873	Black Swashbuckler's Shirt	4336	197	Vendor		66500
3914	Brown Linen Pants	4343	197	Trainer		
3915	Brown Linen Shirt	4344	197	Trainer		
3918	Rough Blasting Powder	4357	202	Trainer		
3919	Rough Dynamite	4358	202	Trainer		
3920	Crafted Light Shot	8067	202	Not Available		
3922	Handful of Copper Bolts	4359	202	Trainer		
3923	Rough Copper Bomb	4360	202	Trainer		
3924	Copper Tube	4361	202	Not Available		
3925	Rough Boomstick	4362	202	Trainer		
3926	Copper Modulator	4363	202	Not Available		
3928	Mechanical Squirrel Box	4401	202	World Drop		140000
3929	Coarse Blasting Powder	4364	202	Trainer		
3930	Crafted Heavy Shot	8068	202	Not Available		
3931	Coarse Dynamite	4365	202	Trainer		
3932	Target Dummy	4366	202	Trainer		
3933	Small Seaforium Charge	4367	202	World Drop		250000
3934	Flying Tiger Goggles	4368	202	Trainer		
3936	Deadly Blunderbuss	4369	202	Trainer		
3937	Large Copper Bomb	4370	202	Trainer		
3938	Bronze Tube	4371	202	Trainer		
3939	Lovingly Crafted Boomstick	4372	202	Trainer		
3940	Shadow Goggles	4373	202	World Drop		272249
3941	Small Bronze Bomb	4374	202	Trainer		
3942	Whirring Bronze Gizmo	4375	202	Trainer		
3944	Flame Deflector	4376	202	Mob Drop		
3945	Heavy Blasting Powder	4377	202	Trainer		
3946	Heavy Dynamite	4378	202	Trainer		
3947	Crafted Solid Shot	8069	202	Not Available		
3949	Silver-plated Shotgun	4379	202	Trainer		
3950	Big Bronze Bomb	4380	202	Trainer		
3952	Minor Recombobulator	4381	202	Vendor		799799
3953	Bronze Framework	4382	202	Trainer		
3954	Moonsight Rifle	4383	202	World Drop		0
3955	Explosive Sheep	4384	202	Trainer		
3956	Green Tinted Goggles	4385	202	Trainer		
3957	Ice Deflector	4386	202	Not Available		
3958	Iron Strut	4387	202	Trainer		
3959	Discombobulator Ray	4388	202	Mob Drop		
3960	Portable Bronze Mortar	4403	202	World Drop		1000000
3961	Gyrochronatom	4389	202	Trainer		
3962	Iron Grenade	4390	202	Trainer		
3963	Compact Harvest Reaper Kit	4391	202	Trainer		
3965	Advanced Target Dummy	4392	202	Trainer		
3966	Craftsman's Monocle	4393	202	World Drop		
3967	Big Iron Bomb	4394	202	Trainer		
3968	Goblin Land Mine	4395	202	World Drop		1107998
3969	Mechanical Dragonling	4396	202	Vendor		467977
3971	Gnomish Cloaking Device	4397	202	Mob Drop		1597504
3972	Large Seaforium Charge	4398	202	World Drop		350711
3973	Silver Contact	4404	202	Trainer		
3977	Crude Scope	4405	202	Trainer		
3978	Standard Scope	4406	202	Trainer		
3979	Accurate Scope	4407	202	Vendor		70000
4094	Barbecued Buzzard Wing	4457	185	Trainer		26800
4096	Raptor Hide Harness	4455	165	Vendor		
4097	Raptor Hide Belt	4456	165	Vendor		
4508	Discolored Healing Potion	4596	171	Not Available		
4942	Lesser Stoneshield Potion	4623	171	Not Available		
5244	Kodo Hide Bag	5081	165	Quest		
6412	Kaldorei Spider Kabob	5472	185	Trainer		
6413	Scorpid Surprise	5473	185	Vendor		54500
6414	Roasted Kodo Meat	5474	185	Vendor		99110
6415	Fillet of Frenzy	5476	185	Trainer		
6416	Strider Stew	5477	185	Vendor		48000
6417	Dig Rat Stew	5478	185	Mob Drop		
6418	Crispy Lizard Tail	5479	185	Vendor		52320
6419	Lean Venison	5480	185	Vendor		
6458	Ornate Spyglass	5507	202	Trainer		
6499	Boiled Clams	5525	185	Trainer		
6500	Goblin Deviled Clams	5527	185	Trainer		
6501	Clam Chowder	5526	185	Vendor		122200
6517	Pearl-handled Dagger	5540	164	Trainer		
6518	Iridescent Hammer	5541	164	World Drop		1000000
6521	Pearl-clasped Cloak	5542	197	Trainer		
6617	Rage Potion	5631	171	Vendor		119900
6618	Great Rage Potion	5633	171	Vendor		301580
6624	Free Action Potion	5634	171	Vendor		689200
6661	Barbaric Harness	5739	165	Trainer		
6686	Red Linen Bag	5762	197	Mob Drop		20000
6688	Red Woolen Bag	5763	197	Vendor		39501
6690	Lesser Wizard's Robe	5766	197	Trainer		
6692	Robes of Arcana	5770	197	Not Available		
6693	Green Silk Pack	5764	197	World Drop		770237
6695	Black Silk Pack	5765	197	Mob Drop		
6702	Murloc Scale Belt	5780	165	Mob Drop		99000
6703	Murloc Scale Breastplate	5781	165	Mob Drop		99000
6704	Thick Murloc Armor	5782	165	Mob Drop		248065
6705	Murloc Scale Bracers	5783	165	Mob Drop		241991
7126	Handstitched Leather Vest	5957	165	Trainer		
7133	Fine Leather Pants	5958	165	World Drop		31126875
7135	Dark Leather Pants	5961	165	Trainer		
7147	Guardian Pants	5962	165	Trainer		
7149	Barbaric Leggings	5963	165	Vendor		799800
7151	Barbaric Shoulders	5964	165	Trainer		
7153	Guardian Cloak	5965	165	World Drop		1000000
7156	Guardian Gloves	5966	165	Trainer		
7179	Elixir of Water Breathing	5996	171	Trainer		
7181	Greater Healing Potion	1710	171	Trainer		
7183	Elixir of Minor Defense	5997	171	Trainer		
7213	Giant Clam Scorcho	6038	185	Vendor		177000
7221	Iron Shield Spike	6042	164	World Drop		1500000
7222	Iron Counterweight	6043	164	World Drop		884102
7223	Golden Scale Bracers	6040	164	Trainer		
7224	Steel Weapon Chain	6041	164	World Drop		
7255	Holy Protection Potion	6051	171	Vendor		133592
7256	Shadow Protection Potion	6048	171	Vendor		
7257	Fire Protection Potion	6049	171	Vendor		
7258	Frost Protection Potion	6050	171	Vendor		209000
7259	Nature Protection Potion	6052	171	Vendor		68500
7408	Heavy Copper Maul	6214	164	Trainer		
7418	Enchant Bracer - Minor Health		333	Trainer		
7420	Enchant Chest - Minor Health		333	Trainer		
7421	Runed Copper Rod	6218	333	Trainer		
7426	Enchant Chest - Minor Absorption		333	Trainer		
7428	Enchant Bracer - Minor Dodge		333	Trainer		
7430	Arclight Spanner	6219	202	Trainer		
7443	Enchant Chest - Minor Mana		333	World Drop		114254
7454	Enchant Cloak - Minor Resistance		333	Trainer		
7457	Enchant Bracer - Minor Stamina		333	Trainer		
7623	Brown Linen Robe	6238	197	Trainer		
7624	White Linen Robe	6241	197	Trainer		
7629	Red Linen Vest	6239	197	World Drop		
7630	Blue Linen Vest	6240	197	Vendor		155000
7633	Blue Linen Robe	6242	197	Vendor		136000
7636	Green Woolen Robe	6243	197	Not Available		
7639	Blue Overalls	6263	197	Vendor		15710
7643	Greater Adept's Robe	6264	197	Vendor		76500
7745	Enchant 2H Weapon - Minor Impact		333	Trainer		
7748	Enchant Chest - Lesser Health		333	Trainer		
7751	Brilliant Smallfish	6290	185	Vendor		8700
7752	Slitherskin Mackerel	787	185	Vendor		189900
7753	Longjaw Mud Snapper	4592	185	Vendor		91200
7754	Loch Frenzy Delight	6316	185	Vendor		205834
7755	Bristle Whisker Catfish	4593	185	Vendor		170500
7766	Enchant Bracer - Minor Spirit		333	World Drop		48999
7771	Enchant Cloak - Minor Protection		333	Trainer		
7776	Enchant Chest - Lesser Mana		333	Vendor		
7779	Enchant Bracer - Minor Agility		333	Trainer		
7782	Enchant Bracer - Minor Strength		333	World Drop		
7786	Enchant Weapon - Minor Beastslayer		333	World Drop		194034
7788	Enchant Weapon - Minor Striking		333	Trainer		
7793	Enchant 2H Weapon - Lesser Intellect		333	Vendor		286791
7795	Runed Silver Rod	6339	333	Trainer		
7817	Rough Bronze Boots	6350	164	Trainer		
7818	Silver Rod	6338	164	Trainer		
7827	Rainbow Fin Albacore	5095	185	Vendor		49800
7828	Rockscale Cod	4594	185	Vendor		44500
7836	Blackmouth Oil	6370	171	Trainer		
7837	Fire Oil	6371	171	Trainer		
7841	Swim Speed Potion	6372	171	Trainer		
7845	Elixir of Firepower	6373	171	Trainer		
7857	Enchant Chest - Health		333	Trainer		
7859	Enchant Bracer - Lesser Spirit		333	World Drop		21999
7861	Enchant Cloak - Lesser Fire Resistance		333	Trainer		
7863	Enchant Boots - Minor Stamina		333	Trainer		
7867	Enchant Boots - Minor Agility		333	Vendor		78652
7892	Stylish Blue Shirt	6384	197	World Drop		10000
7893	Stylish Green Shirt	6385	197	World Drop		240000
7928	Silk Bandage	6450	129	Trainer		
7929	Heavy Silk Bandage	6451	129	Trainer		
7934	Anti-Venom	6452	129	Trainer		
7935	Strong Anti-Venom	6453	129	World Drop		38491418
7953	Deviate Scale Cloak	6466	165	Not Available		
7954	Deviate Scale Gloves	6467	165	Not Available		
7955	Deviate Scale Belt	6468	165	Not Available		
8238	Savory Deviate Delight	6657	185	World Drop		67763
8240	Elixir of Giant Growth	6662	171	World Drop		219
8243	Flash Bomb	4852	202	Mob Drop		
8322	Moonglow Vest	6709	165	Quest		
8334	Clockwork Box	6712	202	Trainer		
8339	EZ-Thro Dynamite	6714	202	World Drop		198000
8366	Ironforge Chain	6730	164	Unknown		
8367	Ironforge Breastplate	6731	164	Quest		
8368	Ironforge Gauntlets	6733	164	Unknown		
8465	Simple Dress	6786	197	Trainer		
8467	White Woolen Dress	6787	197	Trainer		
8483	White Swashbuckler's Shirt	6795	197	Trainer		
8489	Red Swashbuckler's Shirt	6796	197	Trainer		
8604	Herb Baked Egg	6888	185	Trainer		
8607	Smoked Bear Meat	6890	185	Vendor		55000
8758	Azure Silk Pants	7046	197	Trainer		
8760	Azure Silk Hood	7048	197	Trainer		
8762	Silk Headband	7050	197	Trainer		
8764	Earthen Vest	7051	197	Trainer		
8766	Azure Silk Belt	7052	197	Trainer		
8768	Iron Buckle	7071	164	Trainer		
8770	Robe of Power	7054	197	Trainer		
8772	Crimson Silk Belt	7055	197	Trainer		
8774	Green Silken Shoulders	7057	197	Trainer		
8776	Linen Belt	7026	197	Trainer		
8778	Boots of Darkness	7027	197	Not Available		
8780	Hands of Darkness	7047	197	World Drop		8500000
8782	Truefaith Gloves	7049	197	World Drop		1000000
8784	Green Silk Armor	7065	197	World Drop		250000
8786	Azure Silk Cloak	7053	197	Vendor		
8789	Crimson Silk Cloak	7056	197	Vendor		145000
8791	Crimson Silk Vest	7058	197	Trainer		
8793	Crimson Silk Shoulders	7059	197	World Drop		195000
8795	Azure Shoulders	7060	197	World Drop		1000000
8797	Earthen Silk Belt	7061	197	World Drop		200000
8799	Crimson Silk Pantaloons	7062	197	Trainer		
8802	Crimson Silk Robe	7063	197	Vendor		2398305
8804	Crimson Silk Gloves	7064	197	Trainer		
8880	Copper Dagger	7166	164	Trainer		
8895	Goblin Rocket Boots	7189	202	Trainer		
9058	Handstitched Leather Cloak	7276	165	Trainer		
9059	Handstitched Leather Bracers	7277	165	Trainer		
9060	Light Leather Quiver	7278	165	Not Available		
9062	Small Leather Ammo Pouch	7279	165	Not Available		
9064	Rugged Leather Pants	7280	165	World Drop		9400
9065	Light Leather Bracers	7281	165	Trainer		
9068	Light Leather Pants	7282	165	Trainer		
9070	Black Whelp Cloak	7283	165	Vendor		1399800
9072	Red Whelp Gloves	7284	165	Vendor		1399658
9074	Nimble Leather Gloves	7285	165	Trainer		
9145	Fletcher's Gloves	7348	165	Trainer		
9146	Herbalist's Gloves	7349	165	Vendor		1399800
9147	Earthen Leather Shoulders	7352	165	Vendor		100000
9148	Pilferer's Gloves	7358	165	World Drop		762300
9149	Heavy Earthen Gloves	7359	165	World Drop		
9193	Heavy Quiver	7371	165	Not Available		
9194	Heavy Leather Ammo Pouch	7372	165	Not Available		
9195	Dusky Leather Leggings	7373	165	World Drop		
9196	Dusky Leather Armor	7374	165	Trainer		
9197	Green Whelp Armor	7375	165	World Drop		617404
9198	Frost Leather Cloak	7377	165	Trainer		
9201	Dusky Bracers	7378	165	Trainer		
9202	Green Whelp Bracers	7386	165	Vendor		
9206	Dusky Belt	7387	165	Trainer		
9207	Dusky Boots	7390	165	World Drop		
9208	Swift Boots	7391	165	World Drop		500000
9269	Gnomish Universal Remote	7506	202	Mob Drop		
9271	Aquadynamic Fish Attractor	6533	202	Trainer		
9273	Goblin Jumper Cables	7148	202	Mob Drop		150000
9513	Thistle Tea	7676	185	Vendor		
9811	Barbaric Iron Shoulders	7913	164	Quest		
9813	Barbaric Iron Breastplate	7914	164	Quest		
9814	Barbaric Iron Helm	7915	164	Quest		
9818	Barbaric Iron Boots	7916	164	Quest		
9820	Barbaric Iron Gloves	7917	164	Quest		
9916	Steel Breastplate	7963	164	Trainer		
9918	Solid Sharpening Stone	7964	164	Trainer		
9920	Solid Grinding Stone	7966	164	Trainer		
9921	Solid Weightstone	7965	164	Trainer		
9926	Heavy Mithril Shoulder	7918	164	Trainer		
9928	Heavy Mithril Gauntlet	7919	164	Trainer		
9931	Mithril Scale Pants	7920	164	Trainer		
9933	Heavy Mithril Pants	7921	164	World Drop		400000
9935	Steel Plate Helm	7922	164	Trainer		
9937	Mithril Scale Bracers	7924	164	Vendor		1399800
9939	Mithril Shield Spike	7967	164	World Drop		1755000
9942	Mithril Scale Gloves	7925	164	Unknown		
9945	Ornate Mithril Pants	7926	164	Not Available		
9950	Ornate Mithril Gloves	7927	164	Not Available		
9952	Ornate Mithril Shoulder	7928	164	Not Available		
9954	Truesilver Gauntlets	7938	164	Not Available		
9957	Orcish War Leggings	7929	164	Not Available		
9959	Heavy Mithril Breastplate	7930	164	Trainer		
9961	Mithril Coif	7931	164	Trainer		
9964	Mithril Spurs	7969	164	World Drop		3990000
9966	Mithril Scale Shoulders	7932	164	World Drop		10000000
9968	Heavy Mithril Boots	7933	164	Trainer		
9970	Heavy Mithril Helm	7934	164	World Drop		989010
9972	Ornate Mithril Breastplate	7935	164	Not Available		
9974	Truesilver Breastplate	7939	164	Not Available		
9979	Ornate Mithril Boots	7936	164	Not Available		
9980	Ornate Mithril Helm	7937	164	Not Available		
9983	Copper Claymore	7955	164	Trainer		
9985	Bronze Warhammer	7956	164	Trainer		
9986	Bronze Greatsword	7957	164	Trainer		
9987	Bronze Battle Axe	7958	164	Trainer		
9993	Heavy Mithril Axe	7941	164	Trainer		
9995	Blue Glittering Axe	7942	164	World Drop		145756
9997	Wicked Mithril Blade	7943	164	World Drop		
10001	Big Black Mace	7945	164	Trainer		
10003	The Shatterer	7954	164	Not Available		
10005	Dazzling Mithril Rapier	7944	164	World Drop		218651
10007	Phantom Blade	7961	164	Not Available		
10009	Runed Mithril Hammer	7946	164	World Drop		
10011	Blight	7959	164	Not Available		
10013	Ebon Shiv	7947	164	Vendor		
10015	Truesilver Champion	7960	164	Not Available		
10097	Smelt Mithril	3860	186	Trainer		
10098	Smelt Truesilver	6037	186	Trainer		
10482	Cured Thick Hide	8172	165	Trainer		
10487	Thick Armor Kit	8173	165	Trainer		
10490	Comfortable Leather Hat	8174	165	World Drop		
10499	Nightscape Tunic	8175	165	Trainer		
10507	Nightscape Headband	8176	165	Trainer		
10509	Turtle Scale Gloves	8187	165	Vendor		477750
10511	Turtle Scale Breastplate	8189	165	Trainer		
10516	Nightscape Shoulders	8192	165	Vendor		
10518	Turtle Scale Bracers	8198	165	Trainer		
10520	Big Voodoo Robe	8200	165	World Drop		
10525	Tough Scorpid Breastplate	8203	165	World Drop		
10529	Wild Leather Shoulders	8210	165	Not Available		
10531	Big Voodoo Mask	8201	165	World Drop		1000002
10533	Tough Scorpid Bracers	8205	165	World Drop		200000
10542	Tough Scorpid Gloves	8204	165	World Drop		200000
10544	Wild Leather Vest	8211	165	Not Available		
10546	Wild Leather Helmet	8214	165	Not Available		
10548	Nightscape Pants	8193	165	Trainer		
10550	Nightscape Cloak	8195	165	Not Available		
10552	Turtle Scale Helm	8191	165	Trainer		
10554	Tough Scorpid Boots	8209	165	World Drop		
10556	Turtle Scale Leggings	8185	165	Trainer		
10558	Nightscape Boots	8197	165	Trainer		
10560	Big Voodoo Pants	8202	165	World Drop		1000000
10562	Big Voodoo Cloak	8216	165	World Drop		
10564	Tough Scorpid Shoulders	8207	165	World Drop		1000000
10566	Wild Leather Boots	8213	165	Not Available		
10568	Tough Scorpid Leggings	8206	165	World Drop		200000
10570	Tough Scorpid Helm	8208	165	World Drop		
10572	Wild Leather Leggings	8212	165	Not Available		
10574	Wild Leather Cloak	8215	165	Not Available		
10619	Dragonscale Gauntlets	8347	165	Not Available		
10621	Wolfshead Helm	8345	165	Trainer		
10630	Gauntlets of the Sea	8346	165	Trainer		
10632	Helm of Fire	8348	165	Trainer		
10647	Feathered Breastplate	8349	165	Trainer		
10650	Dragonscale Breastplate	8367	165	Trainer		
10840	Mageweave Bandage	8544	129	Trainer		
10841	Heavy Mageweave Bandage	8545	129	Trainer		
11448	Greater Mana Potion	6149	171	Trainer		
11449	Elixir of Agility	8949	171	Trainer		
11450	Elixir of Greater Defense	8951	171	Trainer		
11451	Oil of Immolation	8956	171	Trainer		
11452	Restorative Potion	9030	171	Not Available		
11453	Magic Resistance Potion	9036	171	World Drop		1438938
